Date & Time,use [kW],gen [kW],Grid [kW],Solar [kW],Solar+ [kW]
1/14/15 12:00,58.58539278,66.06200111,-7.476608333,66.06200111,66.06200111
1/14/15 13:00,58.75267,65.66574417,-6.913074167,65.66574417,65.66574417
1/14/15 14:00,60.02808778,47.43427028,12.5938175,47.43427028,47.43427028
1/14/15 15:00,56.9707325,30.29345389,26.67727861,30.29345389,30.29345389
1/14/15 16:00,57.77279139,25.95623,31.81656139,25.95623,25.95623
1/14/15 17:00,62.05175222,4.009934444,58.03173028,4.009934444,4.020021944
1/14/15 18:00,62.14660722,-0.016845556,62.12673694,-0.016845556,0.019870278
1/14/15 19:00,60.94090667,0.005288056,60.92586361,0.005288056,0.015043056
1/14/15 20:00,59.59414306,0.006596667,59.57792556,0.006596667,0.0162175
1/14/15 21:00,59.28126083,0.006151111,59.26485694,0.006151111,0.016403889
1/14/15 22:00,56.76721444,0.004449722,56.7521675,0.004449722,0.015046944
1/14/15 23:00,51.08007528,0.003325,51.06647778,0.003325,0.0135975
1/15/15 0:00,50.45538194,0.003467778,50.44147556,0.003467778,0.013906389
1/15/15 1:00,50.46151417,0.003136111,50.4477675,0.003136111,0.013746667
1/15/15 2:00,40.64090028,-0.000629444,40.63087889,-0.000629444,0.010021389
