data
0
0
0
0
0
0
0
0
2.1865
14.104
135.31
30.034
32.116
180.37
113.18
12.994
0.943
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
37.01
73.257
97.685
140.38
127.95
27.641
20.947
75.311
0.59
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
55.499
110.48
160.02
109.57
42.276
44.304
116.85
30.218
22.795
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.3038
65.542
110.46
159.29
213.16
236.86
223.64
189.28
132.47
59.041
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
53.184
123.77
179.08
211.66
222.55
200.4
149.97
95.63
40.626
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.0516
26.327
124.14
50.661
128.8
108.19
27.156
67.098
5.5289
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9.1991
28.054
43.162
42.836
45.781
173.42
43.047
18.417
40.448
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.6208
70.053
127.86
192.83
236.42
249.88
237.44
202.74
145.3
68.117
1.3784
0
0
0
0
0
0
0
0
0
0
0
0
0
0
32.645
115.17
174.86
220.91
185.52
214.24
189.83
137.83
67.726
2.1015
0
0
0
0
0
0
0
0
0
0
0
0
0
0
60.368
136.01
178.19
204.56
167.72
216.75
165.37
135.76
61.853
0.1083
0
0
0
0
0
0
0
0
0
0
0
0
0
0
33.213
94.628
176.96
177.75
195.54
149.02
170.77
57.257
48.412
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
20.612
106.04
178.31
198.55
245.31
233.15
196.19
57.534
37.576
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
56.008
118.68
192.61
223.1
233.65
222.4
190.32
134.7
62.303
0.3207
0
0
0
0
0
0
0
0
0
0
0
0
0
0
64.292
138.5
191.82
221.73
228.09
217.28
182.47
133.51
61.145
1.1893
0
0
0
0
0
0
0
0
0
0
0
0
0
0
49.313
121.07
118.37
170.56
197.33
201.31
170.34
128.09
60.394
0.4019
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5.3416
20.678
33.46
41.526
44.622
42.14
34.35
22.3
7.148
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.0341
16.985
27.561
34.285
85.584
134.5
43.092
28.767
29.22
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
13.806
24.216
39.128
153.54
182.49
93.471
39.936
26.114
52.46
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
52.352
123.41
41.706
186.67
213.52
214.14
202.48
147.47
73.389
5.0728
0
0
0
0
0
0
0
0
0
0
0
0
0
0
59.745
137.73
196.88
232.29
244.96
233.34
200.5
144.2
70.533
3.3156
0
0
0
0
0
0
0
0
0
0
0
0
0
0
24.667
95.192
99.724
96.719
102.03
167.26
70.996
65.411
65.113
5.4052
0
0
0
0
0
0
0
0
0
0
0
0
0
1.8901
70.036
147.58
204.26
237.5
247.58
219.32
208.33
113.67
60.771
2.9826
0
0
0
0
0
0
0
0
0
0
0
0
0
0.1383
48.05
139.55
182.74
94.568
174.6
66.855
65.433
124.85
60.578
1.658
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.675
29.317
57.014
53.386
202.51
61.403
182.92
150.67
80.898
10.419
0
0
0
0
0
0
0
0
0
0
0
0
0
1.9831
70.293
147.95
206.24
240.22
252.69
242.51
210.92
157.17
83.583
10.227
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11.006
30.221
45.332
55.209
58.509
55.947
121.25
146.84
14.752
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
16.721
27.385
161.47
182.98
221.36
208.08
207.99
156.32
83.914
10.1
0
0
0
0
0
0
0
0
0
0
0
0
0
3.1387
52.819
142.98
205.63
231.38
253.17
244.02
207.83
154.66
69.759
9.4012
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.968
30.401
46.348
56.814
153.75
95.133
97.009
57.488
15.455
6.7133
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.455
16.858
28.161
35.579
38.299
36.538
30.198
19.912
7.3875
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.7116
18.028
194.13
44.588
226.25
56.114
47.365
33.08
35.362
7.7815
0
0
0
0
0
0
0
0
0
0
0
0
0
3.9756
59.957
147.91
217.58
157.13
185.33
240.99
207.66
172.16
91.054
17.79
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11.836
31.84
48.047
156.99
234.55
243.63
225.17
170.86
95.578
16.416
0
0
0
0
0
0
0
0
0
0
0
0
0
5.6507
79.643
158.84
213.84
245.97
260.08
232.03
217.25
168.79
96.1
15.997
0
0
0
0
0
0
0
0
0
0
0
0
0
0
14.878
151.32
189.75
216.76
237.52
224.3
124.93
69.2
14.609
8.1812
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9.4894
28.004
35.466
44.316
47.68
37.081
30.869
20.389
10.505
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
15.507
61.856
122.6
84.895
165.52
160.44
130.26
35.482
17.397
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.1027
66.747
142.45
200.12
233.44
233.97
209.87
188.06
134.74
65.655
7.419
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.897
23.314
36.809
55.82
59.618
46.707
39.334
27.413
9.0461
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.8747
13.155
31.614
116.52
135.15
91.489
129.87
121.04
121.86
17.896
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.94
22.053
33.471
40.609
44.118
52.32
44.911
32.456
16.377
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.0382
18.026
29.926
37.677
40.804
39.007
48.912
21.451
9.0096
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.6859
22.459
33.866
41.256
44.467
42.68
36.101
25.888
12.459
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.4561
22.336
33.377
40.589
43.624
51.38
43.965
39.098
20.045
0.3278
0
0
0
0
0
0
0
0
0
0
0
0
0
11.626
90.156
167.68
224.74
258.08
269.69
259.96
230.96
179.57
107.62
22.843
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.612
87.051
163.79
220.1
251.14
261.16
252.87
225.02
174.91
98.262
24.428
0
0
0
0
0
0
0
0
0
0
0
0
0
13.392
89.467
166.34
221.08
252.33
263.66
207.42
219.45
142.54
72.296
19.538
0
0
0
0
0
0
0
0
0
0
0
0
0
11.167
88.527
163.2
217.96
247.67
259.33
251.01
222.92
174.15
104.44
27.354
0
0
0
0
0
0
0
0
0
0
0
0
0
11.636
65.814
111.12
213.24
144.37
250.5
172.76
152.64
